date,horoscope,month,star_sign,year
30,"Today is a day of contrasts for you, Gemini. Eat chocolate in the morning and go jogging in the afternoon. Sleep in late and go to bed early. It's also a day of grounding. If you can, spend time at home and make more phone calls than usual. Clean your desk and organize a bookshelf. Why not clean the refrigerator while you're at it? Take care of your pets, too.",6,gemini,2018
1,"You might need some time alone today to bring yourself back to center, Gemini. Independence is a keyword, so keep it in the back of your mind. Make sure you aren't the victim of a commitment you made long ago. As the landscape changes, we must also change. Stubborn actions will be extremely detrimental on a day like this. Be honest and grateful for the things you have.",7,gemini,2018
2,"Keeping things in balance will be a challenge today, Gemini. You're likely to find that there's conflict brewing that doesn't seem to want resolution. It's OK. Don't press the issue. You may find that the best solution is to escape into the clouds and come back to reality when the storm has settled. There's no need to try to untangle the knots if they simply don't want to budge.",7,gemini,2018
3,"There's no excuse for laziness today, Gemini! Make sure you get out of bed before the day ends. You'll find that the more action you take, the happier you'll be. Express your thoughts to the people around you. Get out in the open air and listen to what the wind has to say. Be active and flexible. People's emotions are more on the surface, so keep things light and energetic.",7,gemini,2018
4,"Maintaining equilibrium might not be the easiest task today, but if anyone can do it, you can, Gemini. You may find that others' strong opinions are cropping up and challenging your ego. You have a great deal of ammunition in your arsenal. You'll find that you can learn quite a bit by accepting this challenge and engaging in a heated debate. Have faith in yourself.",7,gemini,2018
5,"If there's an issue that needs to be brought to the table now, feel free to do so, Gemini. Don't hold back just to maintain a relationship's equilibrium. Don't sacrifice your own peace of mind just to keep from rocking the boat. Contributing unhealthy lies to maintain a healthy facade doesn't do anyone any good. Be totally honest with yourself, your feelings, and the people around you.",7,gemini,2018
6,"Let yourself go into high creative mode and drift into a whole other world, Gemini. Escape your present reality and explore your fantasies through any sort of artistic endeavor. Dream as big as your mind allows. There's no limit to the things that can manifest on a day like today. Push your limits and test your boundaries. You may be able to soar much higher than you think.",7,gemini,2018
7,"Today is a terrific day for you, Gemini. You'll find that you can get quite a bit done using your quick mind and sharp wit. Information is flying fast and furious. Grab hold of what resonates with you and discard what doesn't. The more informed you are, the better equipped you'll be to handle the decisions of the day. Make sure you have all the facts before you proceed.",7,gemini,2018
8,"Today you'll find that you're the missing puzzle piece that people need in every situation, Gemini. Engage in light conversation in social arenas and feel free to turn your charm up full blast. You have the ability to make favorable impressions on just about everyone, so get the day off on the right foot. Get out of bed earlier than normal and get your blood pumping with a brisk walk or workout.",7,gemini,2018
9,"Try not to be smothering today, Gemini. You may want to seek comfort in the company of others but find that this only produces grouchiness on the part of all involved. Curb your tendency to find fault in loved ones. Your best bet is to focus your energy on tasks you've had on the back burner for some time. Tackle projects that need special attention and the most discipline.",7,gemini,2018
10,"You have an incredibly strong influence on others just by virtue of the fact of your fun-loving, peaceful, and harmonious nature, Gemini. Your natural charm will take you any place you want to go today, so feel free to use it at will. Accentuate the positive and make sure you're walking on the sunny side of the street. Whistle as you walk down the sidewalk and get out into the light.",7,gemini,2018
11,"Today you might feel especially artistic, particularly regarding the visual arts. A lot of exalted ideas could come your way, Gemini, perhaps inspired by the masters of the past. This is a great day to attend a concert or play or stroll through a gallery. Friends who share your interest might want to accompany you, so ask. Take time to write down your thoughts since you'll want to remember them. Enjoy!",7,gemini,2018
12,"You may get pushed around by two very powerful camps today, Gemini. Since you're the kind, diplomatic, and sensitive one, you make the perfect target for more abrasive and opinionated people. You may want to side with the cold, hard facts presented to you, although there's a great deal of emotional power stirring the pot. Things may not be as clear as they seem at first glance.",7,gemini,2018
13,"Try to seek freedom and new experiences today, Gemini. This is an important time for you to spread your wings and explore. Keep in mind that something or someone may be working to restrain you emotionally. An opposing force is promoting war while you insist on keeping things peaceful. Perhaps there's an important lesson you need to learn. Be more assertive in your actions, and don't let people walk all over you.",7,gemini,2018
14,"Today you might decide to participate in community activities involving children, Gemini. Field trips either for pleasure or educational purposes may take place, and you could enjoy it as much as the kids. Letters and phone calls could bring good news from far away, which you'll almost certainly want to pass on to others. Tonight, curl up with the latest mystery. Intrigue should be especially appealing now.",7,gemini,2018
15,"You should be happier than usual with what you see in the mirror, Gemini, because your inner beauty is more visible than usual. You could also feel especially sociable. Both old friends and new should find your company especially congenial. Romance blossoms, although there's a slight tendency today to see partners through rose-colored glasses. Hang onto your common sense, but not too tightly. Days like this don't come around that often!",7,gemini,2018
16,"A strong sense of inspiration that seems to come from the higher planes could boost your natural artistic abilities, Gemini. No matter how rushed you may be with other tasks, it's important to take time to note your ideas. They're definitely worth pursuing and you'll want to refer to them later. If you're thinking about a friend, give that person a call. He or she might have news for you.",7,gemini,2018
17,"You certainly are in a strange mood today, Gemini. True, things have been going smoothly for the past few days, but be careful not to fool yourself. ""Pride comes before a fall,"" as the expression goes. You should be wary of the way you treat your lover now. You're likely to be dismayed by your sweetie's attitude, yet you're the one who has strayed from reality.",7,gemini,2018
18,"A long-term friendship could suddenly develop into something more now, Gemini. You could see this person in a new light and realize that this is a very attractive human being. It might come as a shock to you, however, and the idea could take a little time to get used to. Don't ignore it for that reason. Just approach with caution and see where it takes you. Go with the flow!",7,gemini,2018
19,"Social responsibilities might appear to be hitting you all at once. Everyone you know seems to crave your company. As a naturally polite and socially astute person, you might feel obligated to accept any and all invitations. This isn't a good day to commit yourself. Wait a while until you're feeling a little more balanced, then send out your responses. Commit only to those events you would genuinely enjoy.",7,gemini,2018
20,"Reclaim control of things that might be holding you back now, Gemini. You may find that there's an element of restriction to the day that's keeping you from getting where you want to be. Try the best you can to relax and stabilize your emotions. Interaction with people who are older and wiser is likely to shed some important perspective on things today. Heed advice from those who have been through similar situations.",7,gemini,2018
21,"Restlessness may plague you throughout the day, Gemini, because you could be brimming over with physical energy but have no outlet for it. You might have to stay in and wait for something important, which could prove frustrating. Put on an exercise video and do aerobics while you wait. This isn't a good day to start new projects. Limit your social interactions to exercising with others at the gym.",7,gemini,2018
22,"You may have that awful feeling that you really need to get down to work yet something seems to stand square in the way of progress. Perhaps you feel like you're at a four-way stop with three other cars. Everyone is anxious to go first. You can't all go at once, yet no one knows whose turn it is. Don't put the pedal to the metal. Instead, ease slowly into the intersection and clearly signal your intentions.",7,gemini,2018
23,"You could feel like a giant wrecking ball that's anxious to break down existing structures. Perhaps you're upset about a new development in your town, the country's political system, or the power structure within your home. Regardless of the exact reason, you're certain that change needs to happen in order to make progress. Often one must tear down an existing structure before a better one can be built.",7,gemini,2018
24,"Follow through on your promises today, Gemini. You may be generous with your words and advice, but you might fall a bit short when it comes to actually delivering the goods. This is a great time to prove to others that you mean what you say. Do the things that you said you would. You'll be able to accomplish quite a bit as long as you maintain a focused and positive mindset.",7,gemini,2018
25,"Try not to get too wrapped up in the mental side of things, Gemini. Perhaps you're trying to work everything through in your mind. You'll find that there are strong forces outside your own trying their hardest to manipulate your thinking. It might be good to step away from the situation and do more processing with your heart. Go with your instincts rather than rely so much on your thoughts.",7,gemini,2018
26,"Other people could have some seriously opposing opinions about how things should be done. Be prepared for battle, Gemini, because others are likely to have sharp tongues. Compromise is the key to finding solutions that will work for everyone. Realize that the best solution is probably one that neither party has thought of on his or her own. Work together to come up with the best situation for everyone involved.",7,gemini,2018
27,"Your love life is a kaleidoscope of shapes and colors today, Gemini, full of complicated patterns and ever-changing displays of beauty. A new perspective is revealed everywhere you turn, and you learn something new about yourself and the people you're involved with. Remain open to partnership on multiple levels in which you experience different types of commitment with different people. It takes every color to make a complete rainbow.",7,gemini,2018
28,"Let your artistic nature loose today, Gemini. Add a touch of creativity to whatever project, situation, or person you encounter. Let your fantasy world extend to every aspect of your being and keep an open mind for new ideas and methods. Incorporate traditional values into new concepts. The new and the old methods may seem incompatible at first, but it's your challenge to make them work together.",7,gemini,2018
29,"Many people conduct their lives without really making conscious decisions about their actions. People walk around like they're asleep. Don't fall into this trap, Gemini. This is a good day to dust off your thinking cap and take action. Don't let others make decisions for you. Take control of your destiny. To maintain the balance today, it's important that you swing toward the sensitive side of things.",7,gemini,2018
30,"There's an important lesson to learn today, Gemini, so don't shy away from the classroom. It's important to control your attitude now or it's likely to control you. It could be that your ego is a bit too inflated. You may end up turning people away if you aren't aware of how your actions affect them. Or it could be that you need to change your approach.",7,gemini,2018
31,"Today it's important that you make your own decisions and stick with them, Gemini. Much as you prefer to depend on others, your judgment really is best. You'll be paralyzed if you think only of how others will react to your decisions. You do know what is best, and everyone will benefit when you act on your beliefs. This is no time to be wishy-washy. Just do it.",7,gemini,2018
1,"You're an individual, Gemini, but sometimes it's hard for you to suppress your uniqueness in order to get the job done. It may not be you. The problem may be your job. If you're feeling like you don't have enough fun in your life or you aren't using the full potential of your creativity, this might be a good time to make a change - a big change. You're ready to take on new challenges.",8,gemini,2018
2,"Something or someone could confront you today, Gemini. Try not to assume things about the situation before you know all the facts. If a piece of the puzzle is still in question, face the issue right away. Your sensitivity is precious, whether you realize it or not. Small things can slowly eat away at your psyche until they're addressed and dealt with.",8,gemini,2018
3,"Your love life might be a little fragile, and you'll find that your partner is more sensitive than usual, Gemini. A more caring, emotional approach to a situation will help you form a better connection with your partner. Today you'll find that clear boundaries need to be established in order to keep things running smoothly between you and your loved ones.",8,gemini,2018
4,"Catch the wave of activity that's spinning in your direction today, Gemini. You'll find prosperity and good fortune within your reach. Expand your horizons and connect with others intellectually. Hurdles will shrink to nothing as long as you maintain a positive attitude. It will be tremendously easy for you to make great strides in any project you're working on.",8,gemini,2018
5,"You may feel especially lonely, overworked, and passionate today, Gemini, and therefore longing for the company of your romantic partner. But responsibilities involving you both could well be keeping you apart. This could be more than frustrating - it could make you gloomy. Don't let that happen. Concentrate on your work and finish before evening. You'll see your friend then.",8,gemini,2018
6,"People around you are apt to be touchy, Gemini, so be careful how you interact with them. You'll find that they can see beyond any sort of facade and easily detect dissention within the ranks. Be honest about your opinion, regardless of how you think it will be received. This is your best approach to a certain situation, especially since the truth will surface no matter what.",8,gemini,2018
7,"Mornings aren't usually your best time, Gemini. You aren't fully awake until afternoon. Try not to discount the events of this particular morning, however. More than likely, you'll enjoy your best mental clarity sometime before noon. Surprise people with an upbeat attitude and a solution for every problem that comes your way.",8,gemini,2018
8,"If you're single, Gemini, love may come to you completely out of the blue today. The person could be standing behind you in line at the store or sitting at the next café table. Wherever you connect, don't be too cautious. Move ahead carefully, but at least get to know something about this person before giving in to insecurity and running the other way.",8,gemini,2018
9,"Either your lover or a colleague is likely to be irritable today, Gemini, which you might find upsetting. Bear in mind that this person's mood probably has little, if anything, to do with you or anything you've said or done. Just stay out of the way until your friend gets over it. This isn't a good day to host or attend social events or even accept invitations. Wait until tomorrow.",8,gemini,2018
10,"Miscommunication with someone from far away could lead to bruised egos, heightened emotions, and angry phone calls. It's best not to get drawn into a quarrel, Gemini. Try to straighten it all out. Changes in your neighborhood could cause problems with travel, so be prepared for blocked streets and heavy traffic. Walk - it will clear your head and get you where you're going more quickly.",8,gemini,2018
11,"Today you might complete a difficult project that's important to your career. Acknowledgement of your dedication and hard work could find you more emotionally overwhelmed than makes you comfortable. You may have to make a special effort to control your feelings. You've moved mountains to get where you are, Gemini, so it's nice to be recognized. You deserve to celebrate tonight.",8,gemini,2018
12,"Information that you receive from others and from within your own heart could compel you to participate in some ambitious projects, Gemini. They may be work related, connected with a group, or your own. You'll find them interesting, challenging, and gratifying. New opportunities to advance and express yourself could open for you. It's best to move ahead now or they might pass you by.",8,gemini,2018
13,"Romance should be going beautifully for you today, Gemini. Your romantic partner looks especially attractive and probably is in a great mood. You might decide to attend a lecture together or plan a weekend getaway. Communication between you is open, honest, supportive, and loving. Don't let this day pass you by. Make sure you get together. This could end up being a day to remember.",8,gemini,2018
14,"Some vast changes in your community could take place, Gemini. They're positive, for the most part. Today the news should spread widely, and you could be hearing about it from all sides - local newspapers, neighbors, and conversations on the street. The level of excitement in your neighborhood is likely high, and you could get caught up in it. Be prepared for some surprises.",8,gemini,2018
15,"You're able to assert yourself with more confidence than usual, Gemini. You should have a grounded perspective regarding your emotions. You aren't afraid to speak your mind in a situation where normally you'd only say anything that helps keep the peace. Other people may prefer that you keep things on an even keel, but you aren't working for them. You're working for yourself.",8,gemini,2018
16,"Enhanced determination could motivate you today, Gemini, giving you the zip to plow through your work. Finish projects that have been pending and think about what you want to tackle next. Don't hesitate to do something that feels complicated or big. You'll probably be able to handle anything, and it will feel great when you're done. Making the most of any opportunity. Enjoy your day.",8,gemini,2018
17,"If you saw something in a craft shop or art studio that you'd like to buy but can't afford, consider making it, Gemini. Even if you don't think you're artistic, you could surprise yourself if you try. There are resources for novice crafters. They can give you the needed support and instructions. Don't dismiss your ability. Explore this avenue and see about finding a creative niche.",8,gemini,2018
18,"Today could bring a keen sense of empathy and understanding, Gemini. Verbal communication is likely to be enhanced. Take advantage of this by talking through any problems or issues with important people in your life. Go to visit or call to work things out. Most importantly, express your affection for those closest to you by telling them straight out what they mean to you.",8,gemini,2018
19,"If you feel tired, Gemini, you may need to close your eyes and listen to soothing music. You work hard most of the time, so do your body and mind some good and just relax and listen to your favorite music. Even a few minutes will make a difference. You can always use the quiet time to plan if you feel you need to accomplish something.",8,gemini,2018
20,"Don't fear change, Gemini. Even if you think you don't adjust well, you have far more adaptability than you realize. Without change, life would become stagnant and lifeless. It wouldn't be long before you grew unsatisfied and bored with the same old thing. Try to see change as an adventure and a gateway to greater happiness and fulfillment. Trust in your versatility, too.",8,gemini,2018
21,"If there's something you've wanted to take on, Gemini, today's the day. There's an increase in your physical and mental strength. Dispose of any insecurity or lack of confidence and take the steps to tackle a project or goal. You have an innate ability to make sound judgments and this is what you need to trust. Take steps to get what you want.",8,gemini,2018
22,"Recharge today by getting outside and stretching your arms to the sky, Gemini. Be proud and courageous. You have the power to turn an unhealthy situation into a positive one, but first you must get rid of all self-doubt. If you don't have confidence in yourself, it will be hard for others to have confidence in you. Make sure you let the world know exactly where you stand.",8,gemini,2018
23,"There's an extra spark in your eye that people won't be able to ignore. Today's a good day to get your point across, because you'll find people more open and receptive to new things than usual. Speak with confidence and you'll go far. It's important for you to say what you feel. If you don't, others will find reasons to walk all over you.",8,gemini,2018
24,"Get-togethers with friends or meetings with a group should prove informative and enlightening today, Gemini, although some of it may be a bit perplexing. You may have useful information to share, but you'll probably spend as much time listening as talking. Your friends may have happy news. Don't be surprised if day's end finds you more tightly bonded than before. Enjoy!",8,gemini,2018
25,"Your imagination should be flying high today, Gemini. Words, images, melodies, or whatever your artistic media are probably popping into your head faster than you can keep track of them. Write them down, record them, or do whatever you can to remember them or you could very easily forget them. You don't want that to happen. Take time to do this no matter what else is pressing.",8,gemini,2018
26,"Keeping things in balance today might be tricky, Gemini, since your instincts may gravitate toward a loving, fanciful, peaceful situation. There's a harsh, warring force working against this position. Beware of this powerful energy that's self-centered and courageous. Stick with the things you know and don't stoop to another's level if it doesn't sit right with you.",8,gemini,2018
27,"This is a terrific day for you, Gemini, and you'll find that long-term trends are moving in your favor. Your sense of discipline combined with a little bit of luck is setting the stage for you to perform. The audience is waiting anxiously and you have a great deal of humor, knowledge, and happiness to share. Engage in witty conversation and remember that life is an easy flow.",8,gemini,2018
28,"Keep your mind open to any and all possibilities today, Gemini. It's likely that you'll encounter someone who imparts valuable information. You may not realize right away just how important this information is, but it could have a dramatic impact on your life. Be prepared for anything. This is likely to be a most interesting day.",8,gemini,2018
29,"This isn't a good day to invest in anything. Don't spend much time working on speculative projects, Gemini, and don't put your money into anything but gold, land, or blue-chip stocks and bonds. You probably wouldn't lose everything, but it would be a long time before you saw a profit. Concentrate on what you know is secure now. There will be better days to wheel and deal.",8,gemini,2018
30,"Someone, perhaps a close friend or partner, could present you with a small gift today, Gemini, possibly a book. There might not be any special occasion other than your friend thought you'd enjoy it. This can bring up warm and affectionate feelings. You'll want to spend a considerable amount of time with this person. You may think it's rare to find someone so sensitive and kind.",8,gemini,2018
31,"You may find that you have a strong will now, Gemini. Once you get fired up to go somewhere, there's little chance that anyone can stop you. People may accuse you of being lazy or wanting to take the easy way out, but it's different this time. You should feel fired up and ready to move. The only thing that could get in the way might be someone's oversensitive emotions.",8,gemini,2018
1,"You're less optimistic and energetic than usual, Gemini. Your mind feels sluggish - your whole body does, in fact. You're either coming down with the flu or completely and thoroughly disheartened. This would be a good day to take some time off. Issues from the past may come back to haunt you. Perhaps you should address them once and for all.",9,gemini,2018
2,"Praise you may receive this morning could make you feel on top of the world, Gemini, but try not to let this feeling go to your head. Stay modest despite the lavish praise that may be showered on you. By evening, you won't be able to get by on just talk alone. Actions will speak much louder than words and it's important that you have some sort of plan.",9,gemini,2018
3,"A couple you've known for a long time could visit you at your home today, Gemini. Don't be surprised if they tell you how wonderful the place looks. Conversation should be lively and entertaining, though you should sidestep any discussion of controversial subjects. Debates on such matters could get rather heated. It might be wise to treat your guests to food rather than alcohol!",9,gemini,2018
4,"Expect to fall in love at first sight today, Gemini. Someone new will come on the scene and you'll feel an instant attraction. Whether it turns into anything lasting or not isn't certain, but whatever happens, you'll remember this person for a long time! You may also have a sudden interest in new forms of artistic expression and want to start learning videography or computer graphics.",9,gemini,2018
5,"The tricky things to balance today are your emotions and sense of duty, Gemini. Try not to let the stress of having to complete a task leak into your state of mind. The problem is that your emotions may be running away more quickly than you can handle. Meanwhile, there's a bit of a slowdown when it comes to your sense of duty and responsibility.",9,gemini,2018
6,"Projects that you've worked on in the past may finally bear fruit today, Gemini. Financial benefits and career advancement are strongly indicated, and you be basking in the glow of success. Don't bask too long, however. This is only the beginning! You're on a roll. Throw yourself into new projects you enjoy and you're likely to continue in this fortuitous manner for a while.",9,gemini,2018
7,"You should be feeling especially romantic and sensual now, Gemini, and you might draw admiring glances from those around you - even strangers. Your passion is high, so this is an excellent day to plan a romantic evening. You could also feel especially creative and want to spend your day in some sort of artistic activity. Go to it!",9,gemini,2018
8,"Seemingly bad news about your financial situation could throw your usually even-keeled nature off kilter. Look into the matter carefully before panicking, Gemini. There may have been a computer error or other mistake, or perhaps someone confused you with someone else. Take steps to rectify the blunder. It's a drag, but you'll be relieved to know that all was better than it seemed.",9,gemini,2018
9,"Unexpected people and events are likely to crop up today just as you're longing for adventure. Feel free to hop aboard a train to an unknown destination, Gemini. It's better to regret the things you've done than regret the things you haven't done. Take this to heart as you plan your day. There's no shortage of fun out there - you just need to find it.",9,gemini,2018
10,"It might feel like your home has turned into Grand Central Station. Lots of visitors, messengers, and others are going to drop by, and you may just want to watch TV or read a book. This could lead to some understandable irritation. However, be your usual polite self. If possible, get a family member to screen your callers. You might be frustrated, but you don't want to offend anybody.",9,gemini,2018
11,"It's time to let go of the past and focus only on the future, Gemini. A new person may come into your life who can help you do just that. Communication with close friends and relatives is highlighted, and you may find yourself spending more time on the phone than usual. Enjoy this day as you anticipate your brilliant future!",9,gemini,2018
12,"You're good at dealing with others, but today you should be especially so. Your intuition is strong and you're likely to instinctively understand others' thoughts, feelings, needs, and desires. You give freely of your experience, knowledge, and understanding. This brings others closer to you, which can work for you on many levels. Social events may bring new friends.",9,gemini,2018
13,"Finances should be going well, Gemini, but your financial affairs aren't something you want to talk about to anyone now. Perhaps you want to make a decision that's yours and not influenced by others. Nonetheless, a close friend or lover is going to find out. Maybe they'll guess or maybe you'll let it slip. Don't panic. This person understands you and won't try to exert undue influence.",9,gemini,2018
14,"Expect some positive changes in a current partnership, Gemini. If this is a business partnership, a new agreement between you shows promise of success and good fortune. If this is a romance, you might be so perfectly compatible that you're considering moving to the next level of commitment. Any new partnership begun today should be promising and bring you whatever you hope to gain.",9,gemini,2018
15,"Keeping your emotions in balance is going to be the key to a successful day, Gemini. Don't get swept away by a fanciful situation that could send your mind spinning. Maintain control at all times. This might be easier said than done. Give yourself a break and avoid excess alcohol or any sort of drug use. It will be hard enough to keep your mind clear without them.",9,gemini,2018
16,"You might just want to stay on the couch today, Gemini. That's fine. Don't get up if you don't want to. You're probably better off sticking close to home and enjoying a good movie tonight. If people ask how you're doing, be honest. Others will be able to see right through you, so don't try to hide your feelings. Today is a good day to say how you really feel.",9,gemini,2018
17,"You should be in glowing good health today, Gemini. You're feeling especially fit, and your appearance likely reflects that. You're looking for healthy activities that also bring you pleasure, such as exercise and proper diet. Find a cookbook full of tasty recipes and use it. Your relations with others should be warm, loving, and companionable. Exercising with friends should encourage you to keep up the good work.",9,gemini,2018
18,"Someone you've never met before who you find exceedingly attractive could pass you today. You might decide to go say hello and discover not only a physical attraction but an intellectual compatibility as well. Your feelings are probably reciprocated! If you're single, this attraction might be worth pursuing. If you're involved, at least you might make a new friend.",9,gemini,2018
19,"Some fascinating news could come from a friend who's presently out of town, Gemini. This might be personal, but it more likely involves new discoveries in a field that interests you both. You'll probably want to do some research of your own, so be prepared to spend time in the library or online over the next few weeks. Keep careful records. You won't want to forget a thing!",9,gemini,2018
20,"Today is a fantastic day, Gemini, so make the most of it. If you're emotionally and mentally prepared to go on a new, exciting life journey, the opportunity will present itself. The energy will be fast and furious. You can work harmoniously with electrical gadgets and new technologies. Break free of the mundane and seek less conventional ways of living.",9,gemini,2018
21,"An exciting phone call or email could come from a friend who has some great news for you, Gemini. Love, romance, and success in the arts are all highlighted now, and this communication could bring it to your attention. Conversations could bring inspiration your way, and your mind is apt to be going a thousand miles an hour for most of the day. Make the most of it!",9,gemini,2018
22,"Squabbles may come up between you and a sibling or neighbor, Gemini. Your ability to compromise is definitely called for here. If you aren't careful, this could turn into a battle of wills. The minute the disagreement comes up, try to talk it out and turn it into a win/win situation. Otherwise, things may be said that shouldn't be, and feelings could remain hurt for a long time.",9,gemini,2018
23,"Circumstances are favorable for you if you're contemplating investment in real estate. Any sort of investment looks good for you right now, Gemini. Be ready to receive a young visitor at home today. You may benefit from a significant piece of mail or phone call. Even if you hadn't planned on it, you may want to visit an older friend or relative tonight.",9,gemini,2018
24,"Circumstances beyond your control may frustrate your desire to get together with a love partner today, Gemini. Work or family obligations could interfere. If your partner has to beg off, don't get upset and start doling out blame. This won't help and could put your friend on the defensive. Make arrangements to meet another day. Absence makes the heart grow fonder!",9,gemini,2018
25,"A last-minute gift that you've wanted to buy for someone special might elude you today, Gemini. You could go to several stores and find the item sold out. This could be disappointing, but don't despair. There are other options. You could order it online or find something else and save this particular item for a birthday. Relax and enjoy your shopping.",9,gemini,2018
26,"Expect to get some useful financial information today, Gemini. You may learn about a new investment, or perhaps you'll get wind of a job opening that's right up your alley. This is a good day to consider an alternate life path. Although there's nothing wrong with the one you're on, it's always good to consider other roads.",9,gemini,2018
26,"You've been lucky for the last two months, there's no doubt about it. Lately it seems like your luck is changing. It's hard to pinpoint, but something isn't quite right in your daily life. At the moment, the planets are imparting some lessons that could be difficult to bear, Cancer. Get through this transition with as little pain as possible. The lessons you learn will prove worthwhile.",9,cancer,2017
27,"Tension is building today that may wreak havoc with your harmonious nature, Cancer. The key for you now is to see the opportunity instead of conflict in each situation. This is a good time to gain a greater perspective on certain things. A bit of internal transformation may take place when you see things from the other side of the fence.",9,cancer,2017
28,"The indecisiveness that you feel regarding certain issues may be amplified today, Cancer. You may go to extremes from one side of the spectrum to the other. Work with this energy by recognizing the value in both situations, putting your rational mind aside and letting your heart be the final judge. Something beautiful and comforting will probably end up catching your eye.",9,cancer,2017
29,"Today you might be more attracted to unusual art forms. Perhaps exhibits of local artists have caught your attention, or you may be developing a taste for alternative music. Movies with a lot of special effects could also appeal to you. If you're so inclined, this is a good day to start learning about any of these fields.",9,cancer,2017
30,"Are you attracted to someone connected with your work? If so, romance with this person could be in your immediate future. Don't be surprised if your colleague suddenly seems to express an interest in you. What you do about it depends on your situation, but at least you'll be flattered. You could make a new friend.",9,cancer,2017
1,Some books that you find fascinating are changing your life in subtle ways. They may involve new lifestyles or ancient mysteries coming to light or new scientific discoveries. This isn't likely to be just a passing interest. What you're learning could well become part of your being. You'll want to read everything pertaining to the subject.,10,cancer,2017
2,"Take control of your decisions today. People might tell you what direction to take and what choice is best for you, but ultimately you're the one who knows best. Stop looking to others for guidance about your life and start finding the solutions within you. You already know the answers. You have the map you need tucked away in your pocket. Use it.",10,cancer,2017
3,"Heightened imagination and ingenuity could bring new ideas for advancing yourself in money and business affairs. Practical information attained from outside sources merges with insights to bring useful information your way. Consider everything carefully before taking action. Be open to the advice of others. Whatever you do, today shows promise of being successful and fortunate.",10,cancer,2017
4,"Some fascinating new neighbors may move in. They could be in law, education, or travel, they could be from a foreign land - or they could be both. A friend could introduce you to these people. An impromptu welcome party could result, so you and everyone else have a chance to get to know each other.",10,cancer,2017
5,"This is a climactic time for you, and you may feel like your world is caving in. You may desperately try to hold the keystone in place so that the whole structure doesn't fall. Somehow you feel solely responsible for holding together everything in your world. Remember that partnership means that there is someone else who needs to uphold his or her end of the bargain.",10,cancer,2017
6,"There may be some emotional strain and tension in your world, but this can be remedied when you look at things in perspective. Don't get weighed down by passing moods that cripple your productivity. Focus on the things that are working well in your life and concentrate your energy on those. Your communication skills and humanitarianism will pull you out of your rut today.",10,cancer,2017
7,"Cooperate today even if it seems easier said than done. People will have hot tempers and be very focused on themselves. There's a me-first attitude around, and relations will be much better if you let people have their time in the spotlight. You might find that you have an important message to express. Make sure your voice is heard.",10,cancer,2017
8,"Romantic matters suddenly take a turn for the better as a long, fascinating conversation takes place between you and your partner. This could involve a subject that intrigues you both, so let the information fly! The discussion could end with plans to dig up more facts on the subject. What you find will probably bring up more questions than answers!",10,cancer,2017
9,"You may experience writer's block in every sense of the phrase. Even if you don't consider yourself a writer, for some reason it may be difficult to get even the simplest words down on paper. Don't get upset. Your verbal juices may not be flowing freely, but they haven't disappeared. Use this time to read other people's works and visit museums for inspiration.",10,cancer,2017
10,"Today you might decide to do some intense research regarding economics, stocks, or land investments and see how it applies to your current financial situation. You've been doing well and should continue doing so. You'll want to find ways to make your money grow. Books, magazines, and newspapers can help your quest, as can consultations with professionals.",10,cancer,2017
11,"There's a free-spirited energy calling your name. Latch onto it and manifest creative abundance in your life. Perhaps a major opportunity for change is knocking on your door. Look through the keyhole before you invite anybody in, but realize that the answer you seek may not be wearing the costume you expect. Explore all options and be bold. Initiate action. Don't shy away from change.",10,cancer,2017
12,"A new, exciting neighbor could move in near you. If you're single, this person might be a potential romantic partner. If you aren't, you could make a new friend. When you meet, you could hit it off immediately and talk for hours. But don't monopolize this person's time. You won't want to disrupt the moving process. Don't be shy about seeking this person out later.",10,cancer,2017
13,"Today you might spend time helping a sibling or neighbor prepare for a trip. Or more than one person could ask you for advice on business matters, legal papers, investments, homework, or other intellectual concerns. Try not to spread yourself too thin or you won't be much use to anybody, least of all you. If it doesn't all get done today, there's always tomorrow.",10,cancer,2017
14,"Spiritual concepts may seem elusive and incomprehensible today. You might have difficulty focusing on books and your mind could wander during lectures or meditation. Conversation should shed light on what's unclear to you. Ask friends who follow the same path. If nothing else, you'll enjoy the discussion.",10,cancer,2017
15,"Do you feel like you're about to explode? Tension may have built up through the week and now there may be no outlet for it. If you aren't careful, you might take it out on those closest to you. Go for a workout or clean the house. Engage in any kind of physical activity and get the endorphins going so you can feel good again. Life's too short to waste on being stressed and upset.",10,cancer,2017
16,"Are you experiencing a shopping hangover today? Are you worried that you outdid yourself despite your best intentions? Don't fret. You'll be back on track soon. Cash will begin flowing again and your lifestyle won't suffer. Instead of worrying about money, pay attention to your creative outlets. Follow that instinct and see where it takes you!",10,cancer,2017
17,A shift in responsibilities may be needed at home. You or your partner may need more help with household tasks or want to abdicate responsibility for all the daily errands. Everyday chores can stress even the happiest of families. Try to work together to devise a plan that allows you to get everything done and still enjoy some fun together.,10,cancer,2017
18,"A forthcoming social event that you're planning to host in your home could inspire some minor redecorating today. You might decide to repaint or add some new plants or pictures. Your aesthetic sense is good, so don't put it off. Do it while your imagination is flowing freely. You'll be very happy with the results, and they won't be lost on your guests!",10,cancer,2017
